date_time,num_cases,num_diseased
2021-02-28,752.0,15.0
2021-03-01,923.0,12.0
2021-03-02,947.0,13.0
2021-03-03,906.0,15.0
2021-03-04,819.0,12.0
2021-03-05,835.0,18.0
2021-03-06,699.0,10.0
2021-03-07,531.0,11.0
2021-03-08,618.0,19.0
2021-03-09,606.0,13.0
2021-03-10,967.0,18.0
2021-03-11,861.0,15.0
2021-03-12,772.0,13.0
2021-03-13,560.0,12.0
2021-03-14,622.0,14.0
2021-03-15,687.0,18.0
2021-03-16,828.0,22.0
2021-03-17,935.0,18.0
2021-03-18,933.0,22.0
2021-03-19,1065.0,19.0
2021-03-20,796.0,21.0
2021-03-21,886.0,16.0
2021-03-22,545.0,19.0
2021-03-23,1056.0,27.0
2021-03-24,1175.0,28.0
2021-03-25,1352.0,27.0
2021-03-26,1547.0,31.0
2021-03-27,1523.0,33.0
2021-03-28,913.0,22.0
2021-03-29,1563.0,22.0
2021-03-30,1775.0,28.0
2021-03-31,1917.0,35.0
2021-04-01,1301.0,29.0
2021-04-02,1429.0,53.0
2021-04-03,1723.0,63.0
2021-04-04,1272.0,33.0
2021-04-05,2162.0,46.0
2021-04-06,3154.0,58.0
2021-04-07,2657.0,59.0
2021-04-08,2964.0,46.0
2021-04-09,3247.0,57.0
2021-04-10,3060.0,85.0
2021-04-11,2784.0,54.0
2021-04-12,3920.0,70.0
2021-04-13,4236.0,75.0
2021-04-14,4673.0,86.0
2021-04-15,4198.0,66.0
2021-04-16,4382.0,109.0
2021-04-17,3846.0,61.0
2021-04-18,3071.0,60.0
2021-04-19,5342.0,109.0
2021-04-20,5190.0,97.0
2021-04-21,4468.0,94.0
2021-04-22,5198.0,89.0
2021-04-23,4704.0,96.0
2021-04-24,3880.0,77.0
2021-04-25,3461.0,73.0
2021-04-26,4704.0,113.0
2021-04-27,5551.0,125.0
2021-04-28,4134.0,94.0
2021-04-29,4935.0,113.0
2021-04-30,5261.0,110.0
2021-05-01,4293.0,86.0
2021-05-02,3795.0,97.0
2021-05-03,5518.0,109.0
2021-05-04,5770.0,125.0
2021-05-05,4358.0,88.0
2021-05-06,5921.0,121.0
2021-05-07,5395.0,129.0
2021-05-08,4663.0,95.0
2021-05-09,4114.0,101.0
2021-05-10,5602.0,121.0
2021-05-11,6200.0,119.0
2021-05-12,5364.0,121.0
2021-05-13,5074.0,92.0
2021-05-14,5179.0,98.0
2021-05-15,4567.0,105.0
2021-05-16,3672.0,96.0
2021-05-17,4199.0,105.0
2021-05-18,5738.0,135.0
2021-05-19,5702.0,138.0
2021-05-20,6633.0,117.0
2021-05-21,7239.0,126.0
2021-05-22,6304.0,108.0
2021-05-23,6432.0,110.0
2021-05-24,8013.0,125.0
2021-05-25,9176.0,130.0
2021-05-26,8958.0,184.0
2021-05-27,8184.0,139.0
2021-05-28,8073.0,132.0
2021-05-29,9308.0,157.0
2021-05-30,6337.0,118.0
2021-05-31,8349.0,184.0
2021-06-01,10323.0,183.0
2021-06-02,12161.0,182.0
2021-06-03,11025.0,177.0
2021-06-04,10137.0,158.0
2021-06-05,9437.0,190.0
2021-06-06,7894.0,160.0
2021-06-07,8482.0,131.0
2021-06-08,9801.0,175.0
2021-06-09,11284.0,196.0
2021-06-10,9699.0,151.0
2021-06-11,10095.0,148.0
2021-06-12,8981.0,161.0
2021-06-13,7729.0,171.0
2021-06-14,8398.0,148.0
2021-06-15,11697.0,139.0
2021-06-16,10286.0,168.0
2021-06-17,12159.0,204.0
2021-06-18,10484.0,128.0
2021-06-19,9740.0,130.0
2021-06-20,7590.0,120.0
2021-06-21,9514.0,172.0
2021-06-22,9756.0,164.0
2021-06-23,9967.0,110.0
2021-06-24,9684.0,155.0
2021-06-25,10756.0,119.0
2021-06-26,9675.0,109.0
2021-06-27,7858.0,112.0
2021-06-28,9659.0,129.0
2021-06-29,10590.0,125.0
2021-06-30,8743.0,114.0
2021-07-01,8834.0,98.0
2021-07-02,7373.0,95.0
2021-07-03,7398.0,102.0
2021-07-04,5792.0,100.0
2021-07-05,6004.0,75.0
2021-07-06,6902.0,95.0
2021-07-07,6719.0,95.0
2021-07-08,5572.0,73.0
2021-07-09,6143.0,94.0
2021-07-10,5729.0,72.0
2021-07-11,4594.0,56.0
2021-07-12,4949.0,56.0
2021-07-13,6067.0,81.0
2021-07-14,5311.0,63.0
2021-07-15,4171.0,51.0
2021-07-16,4899.0,50.0
2021-07-17,3680.0,44.0
2021-07-18,2852.0,36.0
2021-07-19,3873.0,58.0
2021-07-20,3157.0,32.0
2021-07-21,2984.0,45.0
2021-07-22,2690.0,33.0
2021-07-23,2700.0,27.0
2021-07-24,2410.0,28.0
2021-07-25,1899.0,25.0
2021-07-26,2124.0,22.0
2021-07-27,2310.0,27.0
2021-07-28,2119.0,22.0
2021-07-29,2035.0,14.0
2021-07-30,2041.0,17.0
2021-07-31,1572.0,16.0
2021-08-01,1268.0,8.0
2021-08-02,1410.0,9.0
2021-08-03,1398.0,10.0
2021-08-04,1112.0,8.0
2021-08-05,1151.0,7.0
2021-08-06,1250.0,12.0
2021-08-07,920.0,14.0
2021-08-08,579.0,3.0
2021-08-09,691.0,10.0
2021-08-10,879.0,6.0
2021-08-11,847.0,2.0
2021-08-12,528.0,3.0
2021-08-13,613.0,4.0
2021-08-14,638.0,4.0
2021-08-15,550.0,4.0
2021-08-16,490.0,2.0
2021-08-17,525.0,1.0
2021-08-18,464.0,0.0
2021-08-19,497.0,1.0
2021-08-20,526.0,0.0
2021-08-21,104.0,0.0
